year,partner_code,partner,value,share_pct,rank,basis
2011,616,Polónia,485610,0.126,9,mirror
2011,620,Portugal,362779,0.094,10,mirror
2012,699,Índia,123926789,68.441,1,mirror
2012,704,Vietname,24972318,13.792,2,mirror
2012,156,China,6633460,3.663,3,mirror
2012,724,Espanha,5820757,3.215,4,mirror
2012,768,Togo,5542517,3.061,5,mirror
2012,76,Brasil,5186434,2.864,6,mirror
2012,757,Suíça,4253824,2.349,7,mirror
2012,251,França,1266427,0.699,8,mirror
2012,384,Costa do Marfim,627658,0.347,9,mirror
2012,792,Turquia,603620,0.333,10,mirror
2013,699,Índia,136546395,44.988,1,mirror
2013,704,Vietname,62292793,20.523,2,mirror
2013,288,Gana,50635362,16.683,3,mirror
2013,156,China,16827743,5.544,4,mirror
2013,768,Togo,15037516,4.954,5,mirror
2013,120,Camarões,6095218,2.008,6,mirror
2013,384,Costa do Marfim,5119481,1.687,7,mirror
2013,842,EUA,3223773,1.062,8,mirror
2013,204,Benim,1789579,0.59,9,mirror
2013,566,Nigéria,1783974,0.588,10,mirror
2014,699,Índia,81585448,72.796,1,direct
2014,702,Singapura,10129980,9.039,2,direct
2014,784,Emirados Árabes Unidos,9942849,8.872,3,direct
2014,704,Vietname,5030759,4.489,4,direct
2014,344,Hong Kong (RAEHK),1910910,1.705,5,direct
2014,156,China,1733253,1.547,6,direct
2014,620,Portugal,1706998,1.523,7,direct
2014,528,Países Baixos,33640,0.03,8,direct
2014,699,Índia,160743082,58.353,1,mirror
2014,156,China,49956236,18.135,2,mirror
2014,704,Vietname,28359040,10.295,3,mirror
2014,768,Togo,13678244,4.966,4,mirror
2014,288,Gana,10297282,3.738,5,mirror
2014,528,Países Baixos,3250895,1.18,6,mirror
2014,120,Camarões,2368233,0.86,7,mirror
2014,490,Taiwan (Prov. China),1425795,0.518,8,mirror
2014,392,Japão,612222,0.222,9,mirror
2014,792,Turquia,571537,0.207,10,mirror
2015,699,Índia,171641622,52.454,1,direct
2015,702,Singapura,48104702,14.701,2,direct
2015,156,China,47102428,14.395,3,direct
2015,784,Emirados Árabes Unidos,35762400,10.929,4,direct
2015,704,Vietname,23827732,7.282,5,direct
2015,344,Hong Kong (RAEHK),540000,0.165,6,direct
2015,586,Paquistão,180200,0.055,7,direct
2015,686,Senegal,42741,0.013,8,direct
2015,132,Cabo Verde,15062,0.005,9,direct
2015,620,Portugal,7056,0.002,10,direct
2015,699,Índia,201280618,67.584,1,mirror
2015,704,Vietname,31916143,10.716,2,mirror
2015,156,China,17812428,5.981,3,mirror
2015,768,Togo,13934727,4.679,4,mirror
2015,288,Gana,12641638,4.245,5,mirror
2015,784,Emirados Árabes Unidos,4057384,1.362,6,mirror
2015,24,Angola,2880182,0.967,7,mirror
2015,384,Costa do Marfim,2720365,0.913,8,mirror
2015,204,Benim,1664340,0.559,9,mirror
2015,120,Camarões,1635546,0.549,10,mirror
2016,699,Índia,137829229,78.195,1,direct
2016,702,Singapura,21088046,11.964,2,direct
2016,704,Vietname,7416048,4.207,3,direct
2016,784,Emirados Árabes Unidos,5707069,3.238,4,direct
2016,288,Gana,3000000,1.702,5,direct
